date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:22:32	117618/117618	---M-Z	200	added ('OK')	text/html	etag:%221cb72-5b7079c63e600-gzip%22	https://gymove.dexignzone.com/xhtml/form-element.html	C:/template/gymove.dexignzone.com/xhtml/form-element.html	(from https://gymove.dexignzone.com/xhtml/index.html)
09:22:32	62933/62933	---M-Z	200	added ('OK')	text/html	etag:%22f5d5-5b7079c826a80-gzip%22	https://gymove.dexignzone.com/xhtml/form-wizard.html	C:/template/gymove.dexignzone.com/xhtml/form-wizard.html	(from https://gymove.dexignzone.com/xhtml/index.html)
09:22:32	53782/53782	---M-Z	200	added ('OK')	text/html	etag:%22d216-5b7079c54a3c0-gzip%22	https://gymove.dexignzone.com/xhtml/form-editor-summernote.html	C:/template/gymove.dexignzone.com/xhtml/form-editor-summernote.html	(from https://gymove.dexignzone.com/xhtml/index.html)
09:22:32	64657/64657	---M-Z	200	added ('OK')	text/html	etag:%22fc91-5b7079c732840-gzip%22	https://gymove.dexignzone.com/xhtml/form-pickers.html	C:/template/gymove.dexignzone.com/xhtml/form-pickers.html	(from https://gymove.dexignzone.com/xhtml/index.html)
09:22:33	69006/69006	---M-Z	200	added ('OK')	text/html	etag:%2210d8e-5b7079c732840-gzip%22	https://gymove.dexignzone.com/xhtml/form-validation-jquery.html	C:/template/gymove.dexignzone.com/xhtml/form-validation-jquery.html	(from https://gymove.dexignzone.com/xhtml/index.html)
09:22:33	113841/113841	---M-Z	200	added ('OK')	text/html	etag:%221bcb1-5b7079cfc7c80-gzip%22	https://gymove.dexignzone.com/xhtml/table-bootstrap-basic.html	C:/template/gymove.dexignzone.com/xhtml/table-bootstrap-basic.html	(from https://gymove.dexignzone.com/xhtml/index.html)
09:22:33	206963/206963	---M-Z	200	added ('OK')	text/html	etag:%2232873-5b7079d0bbec0-gzip%22	https://gymove.dexignzone.com/xhtml/table-datatable-basic.html	C:/template/gymove.dexignzone.com/xhtml/table-datatable-basic.html	(from https://gymove.dexignzone.com/xhtml/index.html)
09:22:33	3430/3430	---M-Z	200	added ('OK')	text/html	etag:%22d66-5b7079cceb5c0-gzip%22	https://gymove.dexignzone.com/xhtml/page-register.html	C:/template/gymove.dexignzone.com/xhtml/page-register.html	(from https://gymove.dexignzone.com/xhtml/index.html)
09:22:34	1723/1723	---M-Z	200	added ('OK')	text/html	etag:%226bb-5b7079ca0ef00-gzip%22	https://gymove.dexignzone.com/xhtml/page-error-400.html	C:/template/gymove.dexignzone.com/xhtml/page-error-400.html	(from https://gymove.dexignzone.com/xhtml/index.html)
09:22:34	1746/1746	---M-Z	200	added ('OK')	text/html	etag:%226d2-5b7079cb03140-gzip%22	https://gymove.dexignzone.com/xhtml/page-error-403.html	C:/template/gymove.dexignzone.com/xhtml/page-error-403.html	(from https://gymove.dexignzone.com/xhtml/index.html)
09:22:34	1793/1793	---M-Z	200	added ('OK')	text/html	etag:%22701-5b7079cb03140-gzip%22	https://gymove.dexignzone.com/xhtml/page-error-404.html	C:/template/gymove.dexignzone.com/xhtml/page-error-404.html	(from https://gymove.dexignzone.com/xhtml/index.html)
